batter,breaks,coordinates,description,endSpeed,extension,game_pk,pitcher,plateTime,result,startSpeed,strikeZoneBottom,strikeZoneTop,type,typeConfidence,zone
676801,"{'breakAngle': 0.0, 'breakLength': 9.6, 'breakY': 24.0, 'breakVertical': -40.4, 'breakVerticalInduced': -2.3, 'breakHorizontal': 0.1, 'spinRate': 1902, 'spinDirection': 37}","{'aY': 24.748700178174186, 'aZ': -34.417512915679055, 'pfxX': -0.24213452844735128, 'pfxZ': -1.4657153595712433, 'pX': -0.6385136099533363, 'pZ': 3.830907789143078, 'vX0': 1.1198200622148857, 'vY0': -123.15843067477958, 'vZ0': 0.6935213045383051, 'x': 141.34, 'y': 135.35, 'x0': -1.0678605378078494, 'y0': 50.000617479193764, 'z0': 6.459486006993724, 'aX': -0.371605099490767}",Ball,77.6,5.697911177087569,718760,614179,0.44495265732721245,Walk,84.5,1.53295829459788,3.10038022724081,Curveball,2.0,11
676801,"{'breakAngle': 36.0, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -18.7, 'breakVerticalInduced': 11.0, 'breakHorizontal': 13.6, 'spinRate': 2076, 'spinDirection': 212}","{'aY': 33.87086292155273, 'aZ': -18.708814109193295, 'pfxX': -7.86980518002028, 'pfxZ': 6.832154520159483, 'pX': -0.8569695372381171, 'pZ': 2.4327961379308665, 'vX0': 3.1483192931837802, 'vY0': -140.0349532619667, 'vZ0': -6.825827447568488, 'x': 149.67, 'y': 173.09, 'x0': -0.9783226832216154, 'y0': 50.00215407658337, 'z0': 6.141396336080074, 'aX': -15.510196693496496}",Swinging Strike,87.6,5.914632804763728,718760,614179,0.39227576364662653,Walk,96.3,1.53,3.21,Sinker,2.0,13
676801,"{'breakAngle': 30.0, 'breakLength': 7.2, 'breakY': 24.0, 'breakVertical': -26.6, 'breakVerticalInduced': 7.2, 'breakHorizontal': 15.6, 'spinRate': 1706, 'spinDirection': 223}","{'aY': 30.237588716752814, 'aZ': -23.802670150348842, 'pfxX': -8.792077550200975, 'pfxZ': 4.827423782318664, 'pX': -1.744354635882838, 'pZ': 1.3365196541931361, 'vX0': 1.2493153106627959, 'vY0': -131.46162338221225, 'vZ0': -7.575121091446825, 'x': 183.49, 'y': 202.69, 'x0': -1.0870013840334949, 'y0': 50.00402846606825, 'z0': 6.0469567493855365, 'aX': -15.249276128726715}",Ball,82.5,5.9608218311177765,718760,614179,0.41810316936688885,Walk,90.4,1.50439948596076,3.0721620740683,Changeup,2.0,13
676801,"{'breakAngle': 30.0, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -20.0, 'breakVerticalInduced': 10.3, 'breakHorizontal': 11.5, 'spinRate': 2108, 'spinDirection': 207}","{'aY': 32.270780028614986, 'aZ': -19.806350935233255, 'pfxX': -6.77589658626925, 'pfxZ': 6.393529740151207, 'pX': -0.5080734501245907, 'pZ': 2.4060239554051464, 'vX0': 3.339900531514929, 'vY0': -138.492064320384, 'vZ0': -6.641036698604076, 'x': 136.37, 'y': 173.82, 'x0': -0.8524814356423732, 'y0': 50.00012269562577, 'z0': 6.169585996598254, 'aX': -13.098822093162207}",Foul,86.9,5.893378137411524,718760,614179,0.39620767593523754,Walk,95.2,1.53,3.21,Sinker,2.0,4
676801,"{'breakAngle': 36.0, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -16.8, 'breakVerticalInduced': 12.7, 'breakHorizontal': 12.1, 'spinRate': 2155, 'spinDirection': 210}","{'aY': 31.718125811975177, 'aZ': -17.168705926467172, 'pfxX': -6.789460934554746, 'pfxZ': 7.546841628916402, 'pX': -1.5614081180568886, 'pZ': 3.025961136556336, 'vX0': 1.0507959692604112, 'vY0': -140.11289865695596, 'vZ0': -5.566898399665291, 'x': 176.52, 'y': 157.08, 'x0': -1.0593709829042997, 'y0': 50.001165226514836, 'z0': 6.160827751271432, 'aX': -13.49418554134145}",Ball,88.1,5.793688831140867,718760,614179,0.3909562182650941,Walk,96.2,1.59005433034822,3.12858932612301,Sinker,2.0,11
682073,"{'breakAngle': 0.0, 'breakLength': 8.4, 'breakY': 24.0, 'breakVertical': -39.0, 'breakVerticalInduced': -2.3, 'breakHorizontal': -0.1, 'spinRate': 2057, 'spinDirection': 37}","{'aY': 26.158552180128023, 'aZ': -33.70896716058601, 'pfxX': -0.5835554910329117, 'pfxZ': -0.962837786352317, 'pX': 1.0532430732708016, 'pZ': 2.2068469431344755, 'vX0': 4.97293243571196, 'vY0': -125.73687186379422, 'vZ0': -3.221755790024454, 'x': 76.85, 'y': 179.2, 'x0': -0.8766430683739506, 'y0': 50.00117398300715, 'z0': 6.247751990672957, 'aX': -0.9318526801226392}",Ball,79.4,5.958617438031673,718760,614179,0.4360679058502308,Flyout,86.4,1.70415876419057,3.35393113335119,Curveball,2.0,14
682073,"{'breakAngle': 26.4, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -13.1, 'breakVerticalInduced': 16.4, 'breakHorizontal': 6.2, 'spinRate': 2256, 'spinDirection': 214}","{'aY': 32.5281800493687, 'aZ': -12.169037186833213, 'pfxX': -4.083280227573007, 'pfxZ': 10.060609923162174, 'pX': 0.4727052395039687, 'pZ': 1.768031034079444, 'vX0': 5.183080662415009, 'vY0': -140.29842459969998, 'vZ0': -9.383593818087714, 'x': 98.98, 'y': 191.04, 'x0': -0.8704247391735171, 'y0': 50.0012234254671, 'z0': 5.95451389703211, 'aX': -8.11817895781129}",Called Strike,88.2,6.100148647681105,718760,614179,0.390792932287058,Flyout,96.6,1.70415876419057,3.38205686276055,Four-Seam Fastball,2.0,9
682073,"{'breakAngle': 34.8, 'breakLength': 6.0, 'breakY': 24.0, 'breakVertical': -19.9, 'breakVerticalInduced': 14.3, 'breakHorizontal': 13.7, 'spinRate': 1739, 'spinDirection': 220}","{'aY': 28.353905150835537, 'aZ': -17.575985789461473, 'pfxX': -7.890089753496564, 'pfxZ': 8.509224424049417, 'pX': -1.0055666216731607, 'pZ': 2.4517548110022425, 'vX0': 2.3544885294655686, 'vY0': -130.40454085957944, 'vZ0': -6.083941146909903, 'x': 155.33, 'y': 172.58, 'x0': -0.8969940632250939, 'y0': 50.00476504748882, 'z0': 6.148571365580717, 'aX': -13.541076146558996}",Foul,81.9,6.0389836706799445,718760,614179,0.4205968551184327,Flyout,89.6,1.65,3.43,Changeup,2.0,13
682073,"{'breakAngle': 38.4, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -11.6, 'breakVerticalInduced': 18.1, 'breakHorizontal': 9.1, 'spinRate': 2255, 'spinDirection': 205}","{'aY': 33.788780076877565, 'aZ': -10.9712221582328, 'pfxX': -5.303802042070144, 'pfxZ': 10.797367540057515, 'pX': -0.7354035370698873, 'pZ': 2.935664287855446, 'vX0': 2.3498544748052934, 'vY0': -139.79054769624486, 'vZ0': -6.958207189414644, 'x': 145.03, 'y': 159.52, 'x0': -0.9014723648001615, 'y0': 50.00325304836964, 'z0': 6.19013537609507, 'aX': -10.415852794423683}","In play, out(s)",87.3,5.899998308332855,718760,614179,0.39298923233925764,Flyout,96.1,1.65,3.43,Four-Seam Fastball,2.0,4
650391,"{'breakAngle': 18.0, 'breakLength': 8.4, 'breakY': 24.0, 'breakVertical': -34.8, 'breakVerticalInduced': 0.5, 'breakHorizontal': 11.2, 'spinRate': 1056, 'spinDirection': 238}","{'aY': 27.742519136602684, 'aZ': -30.50195914123028, 'pfxX': -6.6276858953987645, 'pfxZ': 1.009604812359024, 'pX': -0.24269052655897116, 'pZ': 1.1856936592178358, 'vX0': 3.3001590481433767, 'vY0': -128.35179983731507, 'vZ0': -6.816003288993316, 'x': 126.25, 'y': 206.77, 'x0': -0.6872456205071098, 'y0': 50.00538811443512, 'z0': 6.265770085420759, 'aX': -11.007271288276947}",Swinging Strike,81.1,5.873331196270359,718760,592773,0.4275124690999208,Walk,88.2,1.7,3.48,Splitter,0.91,13
650391,"{'breakAngle': 24.0, 'breakLength': 7.2, 'breakY': 24.0, 'breakVertical': -28.0, 'breakVerticalInduced': 6.5, 'breakHorizontal': 12.5, 'spinRate': 1111, 'spinDirection': 236}","{'aY': 27.69087042000102, 'aZ': -24.508999829572534, 'pfxX': -7.371204088171962, 'pfxZ': 4.50375582803273, 'pX': 0.13021962382500757, 'pZ': 0.9116943959018629, 'vX0': 3.578250870123494, 'vY0': -129.79242050320158, 'vZ0': -8.559530493963845, 'x': 112.04, 'y': 214.16, 'x0': -0.3100844049605686, 'y0': 50.00509912161797, 'z0': 6.124955250158921, 'aX': -12.55184194072227}",Swinging Strike,82.1,6.194707944253184,718760,592773,0.42233504192251914,Walk,89.3,1.7,3.48,Splitter,0.9,14
650391,"{'breakAngle': 45.6, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -12.0, 'breakVerticalInduced': 16.9, 'breakHorizontal': 12.4, 'spinRate': 2346, 'spinDirection': 219}","{'aY': 36.9251235496096, 'aZ': -13.188386598051913, 'pfxX': -7.188653294955511, 'pfxZ': 9.394003643973381, 'pX': -0.8523246876213295, 'pZ': 5.107819440781607, 'vX0': 2.4405347252407563, 'vY0': -142.2811780874946, 'vZ0': -1.1924885503408342, 'x': 149.49, 'y': 100.87, 'x0': -0.7944458468523078, 'y0': 50.00702675031827, 'z0': 6.3805819364827, 'aX': -14.534580496791712}",Ball,88.1,5.71929755347274,718760,592773,0.38706004810134376,Walk,97.8,1.7,3.48,Four-Seam Fastball,0.9,11
650391,"{'breakAngle': 1.2, 'breakLength': 8.4, 'breakY': 24.0, 'breakVertical': -36.4, 'breakVerticalInduced': -1.4, 'breakHorizontal': -1.3, 'spinRate': 2451, 'spinDirection': 26}","{'aY': 28.246592153114133, 'aZ': -31.427974876216012, 'pfxX': -0.021856755257799065, 'pfxZ': 0.4399452019018417, 'pX': 1.8472111441860153, 'pZ': -0.6588611278660002, 'vX0': 5.758485622877056, 'vY0': -129.25049728202302, 'vZ0': -10.620419601251808, 'x': 46.59, 'y': 256.57, 'x0': -0.41159642922536793, 'y0': 50.00248033780733, 'z0': 5.9364892012219, 'aX': -0.03839990353062056}",Ball,82.2,6.159639487709403,718760,592773,0.42462153729057395,Walk,89.1,1.78965893959337,3.41017312220038,Slider,0.9,14
650391,"{'breakAngle': 20.4, 'breakLength': 7.2, 'breakY': 24.0, 'breakVertical': -30.2, 'breakVerticalInduced': 4.6, 'breakHorizontal': 11.3, 'spinRate': 871, 'spinDirection': 245}","{'aY': 28.037526188030668, 'aZ': -27.477497477218904, 'pfxX': -6.5640559467956106, 'pfxZ': 2.784463652701536, 'pX': -0.13592860682746125, 'pZ': 2.980683391056725, 'vX0': 2.5674527915438397, 'vY0': -129.38654527109188, 'vZ0': -3.2240595221107533, 'x': 122.18, 'y': 158.3, 'x0': -0.29053768621325876, 'y0': 50.00492487641233, 'z0': 6.357931159184781, 'aX': -11.084676822711002}",Foul,81.3,6.003219191782468,718760,592773,0.4239911387206563,Walk,88.9,1.7,3.48,Splitter,0.9,5
650391,"{'breakAngle': 46.8, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -9.4, 'breakVerticalInduced': 19.2, 'breakHorizontal': 9.8, 'spinRate': 2374, 'spinDirection': 211}","{'aY': 36.453351488213876, 'aZ': -8.65880763219905, 'pfxX': -6.280422390272296, 'pfxZ': 11.483502623061819, 'pX': 1.4617967894553598, 'pZ': 3.088810020688607, 'vX0': 6.840604939240915, 'vY0': -143.01318185727482, 'vZ0': -7.691093583993039, 'x': 61.28, 'y': 155.38, 'x0': -0.15817870288558833, 'y0': 50.00682320408589, 'z0': 6.374324227502323, 'aX': -12.865736395668257}",Ball,89.0,5.798618176930102,718760,592773,0.3846516630555823,Walk,98.5,1.7,3.48,Four-Seam Fastball,0.91,12
650391,"{'breakAngle': 31.2, 'breakLength': 7.2, 'breakY': 24.0, 'breakVertical': -26.4, 'breakVerticalInduced': 7.9, 'breakHorizontal': 15.5, 'spinRate': 1179, 'spinDirection': 237}","{'aY': 27.99058752907832, 'aZ': -22.885980166943195, 'pfxX': -9.573671325407489, 'pfxZ': 5.427428360841763, 'pX': 1.647879606158902, 'pZ': 0.7641875951344111, 'vX0': 8.216603498472722, 'vY0': -130.18401445463994, 'vZ0': -9.15190082745948, 'x': 54.19, 'y': 218.15, 'x0': -0.30935335805627406, 'y0': 50.005361027705135, 'z0': 6.065318500547126, 'aX': -16.39282183075706}",Ball,82.3,6.2114026263780495,718760,592773,0.4211450432016304,Walk,89.7,1.7,3.48,Splitter,0.86,14
660162,"{'breakAngle': 46.8, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -10.0, 'breakVerticalInduced': 18.7, 'breakHorizontal': 10.6, 'spinRate': 2292, 'spinDirection': 207}","{'aY': 31.776564163673477, 'aZ': -8.824460915929253, 'pfxX': -6.440506098806476, 'pfxZ': 11.39817945698161, 'pX': 0.9526204043287412, 'pZ': 1.919025443788714, 'vX0': 5.8713988643061, 'vY0': -142.04089942298089, 'vZ0': -10.534760744038488, 'x': 80.69, 'y': 186.97, 'x0': -0.3019696287236966, 'y0': 50.00212276936256, 'z0': 6.23199465711513, 'aX': -13.192689790079552}",Ball,89.6,6.020641604992989,718760,592773,0.3852524555718517,Lineout,97.8,1.47,3.33,Four-Seam Fastball,0.9,14
660162,"{'breakAngle': 48.0, 'breakLength': 2.4, 'breakY': 24.0, 'breakVertical': -8.9, 'breakVerticalInduced': 19.3, 'breakHorizontal': 10.0, 'spinRate': 2352, 'spinDirection': 206}","{'aY': 32.6821022803365, 'aZ': -8.105736726765965, 'pfxX': -5.888331893587242, 'pfxZ': 11.55719945281118, 'pX': 0.21469867927296957, 'pZ': 2.6238585855023424, 'vX0': 3.8573104845186643, 'vY0': -143.29332961655487, 'vZ0': -8.861052485926532, 'x': 108.82, 'y': 167.94, 'x0': -0.382923170715978, 'y0': 50.001332652628996, 'z0': 6.26026811105186, 'aX': -12.26090454687323}","In play, out(s)",90.2,5.921597577795476,718760,592773,0.3820451964291962,Lineout,98.6,1.47,3.33,Four-Seam Fastball,0.91,5
683734,"{'breakAngle': 3.6, 'breakLength': 8.4, 'breakY': 24.0, 'breakVertical': -36.6, 'breakVerticalInduced': -0.7, 'breakHorizontal': -1.9, 'spinRate': 2417, 'spinDirection': 40}","{'aY': 26.14709921096308, 'aZ': -32.45031518878019, 'pfxX': 0.9114404819717806, 'pfxZ': -0.16840221751703943, 'pX': -0.16358566982560094, 'pZ': 2.4864103441943484, 'vX0': 1.4267179032346025, 'vY0': -127.05370194661772, 'vZ0': -2.9204553224382774, 'x': 123.24, 'y': 171.65, 'x0': -0.8509167924043746, 'y0': 50.002879814829555, 'z0': 6.230766074172116, 'aX': 1.4893389638493115}",Called Strike,80.3,6.019488915056947,718760,592773,0.43116841472802037,Lineout,87.2,1.53,3.23,Slider,0.9,5
683734,"{'breakAngle': 50.4, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -10.0, 'breakVerticalInduced': 18.6, 'breakHorizontal': 11.9, 'spinRate': 2412, 'spinDirection': 210}","{'aY': 35.611552679084596, 'aZ': -8.646410999122265, 'pfxX': -7.076738011864149, 'pfxZ': 11.466501949962272, 'pX': 0.19337372888095283, 'pZ': 1.892518667531883, 'vX0': 3.9861729177435423, 'vY0': -142.95905621840922, 'vZ0': -10.360853264861767, 'x': 109.63, 'y': 187.68, 'x0': -0.30608060195371944, 'y0': 50.002349388611776, 'z0': 6.123513740919723, 'aX': -14.521143195714243}","In play, out(s)",89.3,6.027483055152537,718760,592773,0.384403793438711,Lineout,98.5,1.53,3.23,Four-Seam Fastball,0.91,8
693049,"{'breakAngle': 51.6, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -8.9, 'breakVerticalInduced': 19.3, 'breakHorizontal': 11.0, 'spinRate': 2454, 'spinDirection': 206}","{'aY': 37.50022699193399, 'aZ': -8.713742929789076, 'pfxX': -6.372593695557163, 'pfxZ': 11.316838262648298, 'pX': -0.5854822219818134, 'pZ': 3.9330052660556425, 'vX0': 2.2364790342837924, 'vY0': -144.00315930092407, 'vZ0': -5.5689732392353655, 'x': 139.32, 'y': 132.59, 'x0': -0.5504724741102307, 'y0': 50.000187306422134, 'z0': 6.447543367104819, 'aX': -13.207170412549441}",Ball,89.4,5.848172486728713,718760,592773,0.38226943409929426,Single,99.0,1.513,3.319,Four-Seam Fastball,0.91,11
693049,"{'breakAngle': 21.6, 'breakLength': 8.4, 'breakY': 24.0, 'breakVertical': -32.8, 'breakVerticalInduced': 2.4, 'breakHorizontal': 13.0, 'spinRate': 1098, 'spinDirection': 242}","{'aY': 27.840441610599612, 'aZ': -27.713751482553622, 'pfxX': -8.092719545854361, 'pfxZ': 2.6758570603971448, 'pX': 1.3620324640703758, 'pZ': -0.49509817318372346, 'vX0': 7.005787067229261, 'vY0': -128.5734558778734, 'vZ0': -10.82566152754979, 'x': 65.08, 'y': 252.15, 'x0': -0.3529509626005217, 'y0': 50.00413836128293, 'z0': 5.937883672687651, 'aX': -13.486322268419562}",Ball In Dirt,81.5,6.059504623499305,718760,592773,0.42677852765160385,Single,88.7,1.513,3.319,Splitter,0.9,14
693049,"{'breakAngle': 46.8, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -10.2, 'breakVerticalInduced': 18.5, 'breakHorizontal': 10.9, 'spinRate': 2268, 'spinDirection': 209}","{'aY': 33.85655687272149, 'aZ': -9.763232860669376, 'pfxX': -6.517772007019188, 'pfxZ': 10.961775330853353, 'pX': 0.17341249361296276, 'pZ': 3.1387465503249197, 'vX0': 4.189104687209124, 'vY0': -142.35987082653244, 'vZ0': -7.141607685057758, 'x': 110.39, 'y': 154.03, 'x0': -0.4732795000473552, 'y0': 50.00434902726741, 'z0': 6.3040395483458385, 'aX': -13.327669959058}","In play, no out",89.1,6.0026744667454395,718760,592773,0.3853059047414136,Single,97.9,1.513,3.319,Four-Seam Fastball,0.9,2
462101,"{'breakAngle': 26.4, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -15.0, 'breakVerticalInduced': 18.1, 'breakHorizontal': 7.3, 'spinRate': 2439, 'spinDirection': 212}","{'aY': 29.84632768950702, 'aZ': -13.199326527857917, 'pfxX': -4.214800987272647, 'pfxZ': 10.7208880196083, 'pX': -2.1121857833649607, 'pZ': 2.4884218628732677, 'vX0': 1.5180300298972136, 'vY0': -132.571014858358, 'vZ0': -6.33922098868944, 'x': 197.51, 'y': 171.59, 'x0': -2.146528830345116, 'y0': 50.00314350355764, 'z0': 5.884466909063339, 'aX': -7.459497700613531}",Ball,83.0,5.960876491876146,718760,593576,0.4140627496852316,Strikeout,91.1,1.39,3.09,Four-Seam Fastball,0.86,11
462101,"{'breakAngle': 27.6, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -15.0, 'breakVerticalInduced': 17.6, 'breakHorizontal': 7.8, 'spinRate': 2460, 'spinDirection': 215}","{'aY': 30.05928215577932, 'aZ': -13.60387293480729, 'pfxX': -4.4985305923889936, 'pfxZ': 10.344606005267813, 'pX': -1.919892914338177, 'pZ': 2.7767768091654683, 'vX0': 1.3503751399404567, 'vY0': -133.46554910259871, 'vZ0': -5.759450285543698, 'x': 190.18, 'y': 163.81, 'x0': -1.849542334809663, 'y0': 50.00154569978238, 'z0': 5.950942818018986, 'aX': -8.07463165065855}",Ball,83.5,6.523974079150496,718760,593576,0.41116425982824234,Strikeout,91.7,1.39,3.09,Four-Seam Fastball,0.88,11
462101,"{'breakAngle': 36.0, 'breakLength': 6.0, 'breakY': 24.0, 'breakVertical': -21.7, 'breakVerticalInduced': 12.1, 'breakHorizontal': 15.5, 'spinRate': 2330, 'spinDirection': 208}","{'aY': 29.585096715095535, 'aZ': -19.854756361451773, 'pfxX': -9.016824481156277, 'pfxZ': 7.099689227384973, 'pX': -1.5164511090717736, 'pZ': 2.8629002049523504, 'vX0': 3.6309751615469805, 'vY0': -131.32948861320665, 'vZ0': -4.259722509185007, 'x': 174.8, 'y': 161.48, 'x0': -1.7508785076946491, 'y0': 50.001485784797495, 'z0': 5.995790046063754, 'aX': -15.64148380980507}",Foul,82.2,5.855287556863246,718760,593576,0.4181532596181432,Strikeout,90.3,1.39,3.09,Sinker,0.79,11
462101,"{'breakAngle': 38.4, 'breakLength': 6.0, 'breakY': 24.0, 'breakVertical': -21.8, 'breakVerticalInduced': 11.8, 'breakHorizontal': 17.4, 'spinRate': 2319, 'spinDirection': 215}","{'aY': 30.227381850341303, 'aZ': -19.00290204536663, 'pfxX': -10.567296581949009, 'pfxZ': 7.562988344103642, 'pX': -0.20957868329369966, 'pZ': 1.0941483162565373, 'vX0': 7.323141557035336, 'vY0': -131.7081414230266, 'vZ0': -8.567643143278742, 'x': 124.99, 'y': 209.24, 'x0': -1.6652844589838414, 'y0': 50.00356017586379, 'z0': 5.8166628765806205, 'aX': -18.40610312921113}",Ball,82.6,7.018015281647825,718760,593576,0.4172452449336843,Strikeout,90.8,1.39,3.09,Sinker,0.82,13
462101,"{'breakAngle': 34.8, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -18.7, 'breakVerticalInduced': 13.8, 'breakHorizontal': 13.1, 'spinRate': 2367, 'spinDirection': 204}","{'aY': 31.26834173921867, 'aZ': -17.863552814432627, 'pfxX': -7.751811916141618, 'pfxZ': 7.969152063102753, 'pX': -1.3048625139231946, 'pZ': 3.393615473685953, 'vX0': 4.177633358301307, 'vY0': -133.7719316988184, 'vZ0': -3.352107276390055, 'x': 166.74, 'y': 147.15, 'x0': -1.8870471735577228, 'y0': 50.005217029724676, 'z0': 5.9579797551845735, 'aX': -13.925259717571526}",Foul,83.4,6.100836143827923,718760,593576,0.4108564774745198,Strikeout,91.9,1.39,3.09,Sinker,0.6,11
462101,"{'breakAngle': 14.4, 'breakLength': 9.6, 'breakY': 24.0, 'breakVertical': -41.4, 'breakVerticalInduced': -0.8, 'breakHorizontal': 10.4, 'spinRate': 1092, 'spinDirection': 255}","{'aY': 26.24114214236916, 'aZ': -32.84831131324388, 'pfxX': -6.3999308718351395, 'pfxZ': -0.46221003711990427, 'pX': -0.6794088366800322, 'pZ': 2.6741816593178487, 'vX0': 4.181082186758752, 'vY0': -120.05511595792711, 'vZ0': -1.1139904950744428, 'x': 142.9, 'y': 166.58, 'x0': -1.6241932866961293, 'y0': 50.005979092266514, 'z0': 6.104557485303956, 'aX': -9.214788705149912}",Swinging Strike,75.0,5.884319931704794,718760,593576,0.458653310960762,Strikeout,82.5,1.39,3.09,Splitter,0.94,1
673237,"{'breakAngle': 2.4, 'breakLength': 8.4, 'breakY': 24.0, 'breakVertical': -39.6, 'breakVerticalInduced': -0.7, 'breakHorizontal': -1.3, 'spinRate': 1982, 'spinDirection': 24}","{'aY': 25.975801889242593, 'aZ': -32.35581061639571, 'pfxX': 0.5030093520545353, 'pfxZ': -0.12217376824282411, 'pX': -0.27566515279521775, 'pZ': 2.360589292367152, 'vX0': 1.8419414343292462, 'vY0': -122.32815933277385, 'vZ0': -2.816570242963089, 'x': 104.16, 'y': 149.1, 'x0': -1.10624009536285, 'y0': 50.00197905849067, 'z0': 6.323690092999323, 'aX': 0.7558296968456867}",Swinging Strike,76.9,5.79755639110785,718760,614179,0.4491546584083994,Hit By Pitch,84.0,1.535,3.371,Curveball,2.0,5
673237,"{'breakAngle': 2.4, 'breakLength': 9.6, 'breakY': 24.0, 'breakVertical': -41.5, 'breakVerticalInduced': -2.6, 'breakHorizontal': -1.4, 'spinRate': 1983, 'spinDirection': 28}","{'aY': 26.14379726454571, 'aZ': -33.86335009075177, 'pfxX': 0.21119585811505637, 'pfxZ': -1.1207168901439193, 'pX': 0.7959609659614328, 'pZ': 1.816572673719508, 'vX0': 4.296723256853962, 'vY0': -122.53407385518325, 'vZ0': -3.6316345971061157, 'x': 106.79, 'y': 140.61, 'x0': -1.0140027802557776, 'y0': 50.00270663936415, 'z0': 6.237223344600699, 'aX': 0.3180001286556323}",Swinging Strike,77.2,5.8208469253631145,718760,614179,0.4484741660901097,Hit By Pitch,84.2,1.535,3.371,Curveball,2.0,9
673237,"{'breakAngle': 40.8, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -18.0, 'breakVerticalInduced': 12.4, 'breakHorizontal': 15.7, 'spinRate': 2018, 'spinDirection': 210}","{'aY': 34.184693622600435, 'aZ': -17.330161386104745, 'pfxX': -8.898913052249963, 'pfxZ': 7.696614280274361, 'pX': -1.7532470832630165, 'pZ': 2.116007161212366, 'vX0': 1.422790644169536, 'vY0': -138.7477847775639, 'vZ0': -7.852089593834699, 'x': 183.83, 'y': 181.65, 'x0': -1.1209673151865285, 'y0': 50.003991478881986, 'z0': 6.161246340744887, 'aX': -17.16229670162052}",Ball,86.7,5.777606492310172,718760,614179,0.39641172698841,Hit By Pitch,95.4,1.535,3.371,Sinker,2.0,13
673237,"{'breakAngle': 2.4, 'breakLength': 8.4, 'breakY': 24.0, 'breakVertical': -39.6, 'breakVerticalInduced': -1.1, 'breakHorizontal': 1.4, 'spinRate': 1975, 'spinDirection': 28}","{'aY': 26.350190844594543, 'aZ': -32.01632673055694, 'pfxX': -1.694524908419, 'pfxZ': 0.09938502876873567, 'pX': 1.3917812659429436, 'pZ': 0.9445610934354816, 'vX0': 6.241382027331612, 'vY0': -122.93550028743803, 'vZ0': -5.846608024275877, 'x': 63.95, 'y': 213.28, 'x0': -0.9693404312565489, 'y0': 50.00085219999537, 'z0': 6.099869627136837, 'aX': -2.572096396844436}",Ball,77.6,5.9522753645528965,718760,614179,0.4470375200192933,Hit By Pitch,84.6,1.535,3.371,Curveball,2.0,14
673237,"{'breakAngle': 34.8, 'breakLength': 6.0, 'breakY': 24.0, 'breakVertical': -24.0, 'breakVerticalInduced': 10.6, 'breakHorizontal': 16.8, 'spinRate': 1701, 'spinDirection': 220}","{'aY': 28.943790418825568, 'aZ': -22.117690817920554, 'pfxX': -9.488622823930813, 'pfxZ': 5.9270488499737155, 'pX': -1.7488006509109264, 'pZ': 4.0208732557632425, 'vX0': 1.5207236196764002, 'vY0': -129.87591257595733, 'vZ0': -1.6075304743823184, 'x': 183.66, 'y': 130.22, 'x0': -1.112278856827327, 'y0': 50.00337081613374, 'z0': 6.341515173556802, 'aX': -16.09784340178161}",Hit By Pitch,81.2,5.868835687402799,718760,614179,0.42285936926180057,Hit By Pitch,89.2,1.535,3.371,Changeup,2.0,11
667452,"{'breakAngle': 30.0, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -11.9, 'breakVerticalInduced': 18.1, 'breakHorizontal': 6.8, 'spinRate': 2328, 'spinDirection': 206}","{'aY': 34.37857549177842, 'aZ': -10.422526582607137, 'pfxX': -4.701515214815318, 'pfxZ': 11.173024294163458, 'pX': 1.1166928750309215, 'pZ': 1.8004757270183345, 'vX0': 7.306538389306596, 'vY0': -139.3621245962402, 'vZ0': -9.527404190157506, 'x': 74.43, 'y': 190.17, 'x0': -0.9408720824601245, 'y0': 50.00024404978856, 'z0': 5.973040426206673, 'aX': -9.150908449706316}",Ball,87.0,6.0238890300781724,718760,614179,0.39460987732502284,Single,96.1,1.535,3.371,Four-Seam Fastball,2.0,14
